uid,fraud,ftype,risk_score,risk_cat,email_len,email_num_ratio,email_rand,disp_email,phone_score,uniq_dev,max_acc_dev,uniq_addr,max_acc_addr,uniq_pay,max_acc_pay,promo_ratio,reg2txn_min,newuser_voucher,txn_f1m,amt_f1m,avg_amt1m,promo_f1m,voucher_f1m,txn_f2m,amt_f2m,avg_amt2m,promo_f2m,voucher_f2m,txn_f3m,amt_f3m,avg_amt3m,promo_f3m,voucher_f3m,txn_f4m,amt_f4m,avg_amt4m,promo_f4m,voucher_f4m,txn_f5m,amt_f5m,avg_amt5m,promo_f5m,voucher_f5m,txn_f6m,amt_f6m,avg_amt6m,promo_f6m,voucher_f6m,max_acc_ip,login_v1h,login_v2h,login_v3h,login_v4h,login_v5h,login_v6h,login_v12h,login_v18h,login_v24h,ref_cnt,ref_ring,degree,comp_size,cluster,shared_ent,shared_device_count,shared_address_count,shared_payment_count,shared_ip_count
USR00074,False,normal,50,Medium,15,0.4,2.321928094887362,False,0.16999999999999996,1,5,1,10,1,4,0.0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1224000,1224000,0,0,92,0,0,0,0,0,0,1,1,2,1,0.0,209,9979,210,216,4,9,3,200
USR00075,False,normal,50,Medium,23,0.0,3.238901256602631,False,0.46363636363636357,1,5,1,10,1,4,0.0,1235,0,0,0,0,0,0,0,0,0,0,0,1,143000,143000,0,0,1,143000,143000,0,0,1,143000,143000,0,0,1,143000,143000,0,0,101,0,0,0,0,0,0,0,1,2,0,0.0,131,9979,132,136,4,9,3,120
USR00076,True,shared_address_abuse,30,Low,29,0.0,3.028639311838575,False,0.3181818181818182,1,2,1,5,1,2,1.0,1330,1,2,4746500,2373250,70000,2,2,4746500,2373250,70000,2,2,4746500,2373250,70000,2,2,4746500,2373250,70000,2,2,4746500,2373250,70000,2,2,4746500,2373250,70000,2,101,0,0,0,0,0,0,0,0,9,0,0.0,154,9979,155,157,1,4,1,151
USR00077,False,normal,65,High,23,0.5,2.9219280948873623,True,0.2818181818181818,1,5,1,10,1,4,1.0,1226,1,0,0,0,0,0,1,7158000,7158000,50000,1,1,7158000,7158000,50000,1,1,7158000,7158000,50000,1,1,7158000,7158000,50000,1,1,7158000,7158000,50000,1,113,0,0,0,0,0,0,1,1,1,0,0.0,210,9979,211,221,4,9,3,205
USR00078,False,normal,50,Medium,19,0.0,2.94770277922009,False,0.34545454545454546,1,5,1,10,1,4,0.0,1886,0,0,0,0,0,0,1,65500,65500,0,0,1,65500,65500,0,0,1,65500,65500,0,0,1,65500,65500,0,0,1,65500,65500,0,0,100,1,1,1,1,1,1,1,1,1,0,0.0,63,9979,64,67,4,9,3,51
USR00079,True,voucher_farming,40,Medium,24,0.0,2.692380602454975,False,0.13999999999999996,1,2,1,1,1,2,0.8,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1597000,159700,399500,8,91,0,0,0,0,0,19,19,19,19,0,0.0,524,9979,525,551,1,0,1,549
USR00080,False,normal,65,High,24,0.45454545454545453,3.095795255000934,True,0.21818181818181817,1,5,1,10,1,4,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,617500,617500,0,0,1,617500,617500,0,0,1,617500,617500,0,0,97,0,0,0,0,0,0,1,1,1,0,0.0,177,9979,178,182,4,9,3,166
USR00081,True,voucher_farming,40,Medium,21,0.0,2.845350936622437,False,0.34545454545454546,1,2,1,1,1,2,0.7142857142857143,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4161000,594428,250000,5,7,4161000,594428,250000,5,7,4161000,594428,250000,5,36,0,0,0,0,0,0,0,0,1,0,0.0,37,9979,38,37,1,0,1,35
USR00082,False,normal,65,High,15,0.4,2.321928094887362,False,0.24545454545454543,1,5,1,10,1,4,1.0,533,1,0,0,0,0,0,1,2212500,2212500,50000,1,1,2212500,2212500,50000,1,1,2212500,2212500,50000,1,1,2212500,2212500,50000,1,1,2212500,2212500,50000,1,96,0,0,0,0,0,0,1,1,2,0,0.0,267,9979,268,274,4,9,3,258
USR00083,False,normal,65,High,26,0.0,3.202819531114783,False,0.30999999999999994,1,5,1,10,1,4,1.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,588500,294250,40000,2,4,3467500,866875,70000,4,5,6731000,1346200,120000,5,95,0,0,0,0,0,0,1,1,1,1,0.0,46,9979,47,50,4,9,3,34
USR00084,True,voucher_farming,25,Low,23,0.45454545454545453,3.459431618637298,True,0.45454545454545453,1,2,1,1,1,2,0.75,1136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160000,160000,0,0,4,418500,104625,150000,3,4,418500,104625,150000,3,108,0,0,0,0,0,0,2,3,4,0,0.0,355,9979,356,361,1,0,1,359
USR00085,False,normal,50,Medium,17,0.2857142857142857,2.807354922057604,False,0.3090909090909091,1,5,1,10,1,4,0.0,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102000,102000,0,0,92,0,0,0,0,0,1,1,1,1,1,0.0,244,9979,245,252,4,9,3,236
USR00086,False,normal,50,Medium,19,0.2857142857142857,2.807354922057604,False,0.2545454545454545,1,5,1,10,1,4,0.0,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1629000,407250,0,0,4,1629000,407250,0,0,116,0,0,0,0,0,0,1,1,1,0,0.0,74,9979,75,78,4,9,3,62
USR00087,False,normal,65,High,28,0.0,2.899397470347699,False,0.21818181818181817,1,5,1,10,1,4,1.0,734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2827500,2827500,50000,1,1,2827500,2827500,50000,1,101,0,0,0,0,0,0,0,1,2,0,0.0,158,9979,159,163,4,9,3,147
USR00088,True,shared_address_abuse,15,Low,24,0.0,3.3248629576173574,False,0.2545454545454545,1,2,1,5,1,2,0.5,851,1,2,322000,161000,50000,1,2,322000,161000,50000,1,2,322000,161000,50000,1,2,322000,161000,50000,1,2,322000,161000,50000,1,2,322000,161000,50000,1,63,10,10,10,10,10,10,10,10,10,0,0.0,769,9979,770,817,1,4,1,811
USR00089,False,normal,50,Medium,22,0.4166666666666667,3.2516291673878226,False,0.2545454545454545,1,5,1,10,1,4,0.0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150000,150000,0,0,1,150000,150000,0,0,1,150000,150000,0,0,93,0,0,0,0,0,0,1,1,1,0,0.0,54,9979,55,58,4,9,3,42
USR00090,False,normal,80,High,21,0.2222222222222222,2.725480556997868,False,0.2545454545454545,1,5,1,10,1,4,1.0,6,1,0,0,0,0,0,0,0,0,0,0,1,199500,199500,50000,1,1,199500,199500,50000,1,1,199500,199500,50000,1,1,199500,199500,50000,1,108,0,0,0,0,0,0,0,1,2,0,0.0,141,9979,142,147,4,9,3,131
USR00091,True,shared_address_abuse,15,Low,26,0.0,2.8073549220576046,False,0.2818181818181818,1,2,1,5,1,2,0.5,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3824500,1912250,20000,1,4,4307500,1076875,30000,2,4,4307500,1076875,30000,2,102,0,0,0,0,0,0,0,0,11,0,0.0,319,9979,320,330,1,4,1,324
USR00092,True,shared_payment_abuse,30,Low,23,0.0,2.3685225277282065,False,0.3090909090909091,1,2,1,1,1,6,1.0,30,1,0,0,0,0,0,2,1088500,544250,60000,2,2,1088500,544250,60000,2,2,1088500,544250,60000,2,2,1088500,544250,60000,2,2,1088500,544250,60000,2,97,1,1,1,1,1,1,2,2,3,0,0.0,297,9979,298,300,1,0,5,294
USR00093,False,normal,50,Medium,22,0.0,3.0220552088742,False,0.34545454545454546,1,5,1,10,1,4,0.0,1454,0,0,0,0,0,0,1,137500,137500,0,0,1,137500,137500,0,0,1,137500,137500,0,0,1,137500,137500,0,0,1,137500,137500,0,0,109,0,0,0,0,0,0,1,1,1,0,0.0,139,9979,140,143,4,9,3,127
USR00094,False,normal,80,High,22,0.5,2.8464393446710154,True,0.2818181818181818,1,5,1,10,1,4,1.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140000,140000,50000,1,113,0,0,0,0,0,0,2,2,2,0,0.0,255,9979,256,263,4,9,3,247
USR00095,False,normal,75,High,18,0.25,2.75,False,0.40909090909090906,1,6,1,10,1,4,0.4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2143000,1071500,20000,1,5,3702000,740400,30000,2,98,0,0,0,0,0,0,1,1,1,1,0.0,162,9979,163,166,5,9,3,149
USR00096,False,normal,75,High,23,0.0,3.277613436819116,False,0.21818181818181817,1,6,1,10,1,4,0.0,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106000,106000,0,0,1,106000,106000,0,0,1,106000,106000,0,0,113,0,0,0,0,0,0,0,1,2,0,0.0,244,9979,245,251,5,9,3,234
USR00097,False,normal,100,High,20,0.0,2.75,False,0.34545454545454546,1,6,1,10,1,4,1.0,8,1,0,0,0,0,0,0,0,0,0,0,1,108000,108000,50000,1,1,108000,108000,50000,1,1,108000,108000,50000,1,1,108000,108000,50000,1,101,0,0,0,0,0,1,1,1,1,0,0.0,118,9979,119,122,5,9,3,105
USR00098,False,normal,65,High,22,0.0,3.188721875540867,False,0.2818181818181818,1,5,1,10,1,4,1.0,1391,1,0,0,0,0,0,0,0,0,0,0,1,596000,596000,50000,1,1,596000,596000,50000,1,1,596000,596000,50000,1,1,596000,596000,50000,1,103,0,0,0,0,0,0,1,1,1,0,0.0,198,9979,199,205,4,9,3,189
USR00099,False,normal,50,Medium,20,0.2,3.121928094887362,False,0.40909090909090906,1,5,1,10,1,4,0.0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1090500,1090500,0,0,1,1090500,1090500,0,0,95,0,0,0,0,0,0,1,1,1,0,0.0,207,9979,208,214,4,9,3,198
USR00100,False,normal,65,High,20,0.25,3.0,False,0.24545454545454543,1,5,1,10,1,4,1.0,712,2,0,0,0,0,0,0,0,0,0,0,2,6532500,3266250,70000,2,2,6532500,3266250,70000,2,2,6532500,3266250,70000,2,2,6532500,3266250,70000,2,105,0,0,0,0,0,0,1,1,2,0,0.0,317,9979,318,328,4,9,3,312
USR00101,False,normal,50,Medium,19,0.5555555555555556,2.94770277922009,False,0.3818181818181818,1,5,1,10,1,4,0.3333333333333333,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5466000,2733000,20000,1,3,7252500,2417500,20000,1,3,7252500,2417500,20000,1,100,0,0,0,0,0,1,1,1,1,0,0.0,150,9979,151,155,4,9,3,139
USR00102,False,normal,65,High,18,0.0,2.75,False,0.34545454545454546,1,5,1,10,1,4,0.0,26,0,0,0,0,0,0,0,0,0,0,0,1,2374000,2374000,0,0,1,2374000,2374000,0,0,1,2374000,2374000,0,0,1,2374000,2374000,0,0,100,0,0,0,0,0,0,2,2,2,0,0.0,80,9979,81,84,4,9,3,68
USR00103,True,shared_device_abuse,45,Medium,25,0.0,3.4565647621309536,False,0.34545454545454546,1,5,1,1,1,2,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2420000,302500,110500,5,77,0,0,0,0,0,0,0,1,2,0,0.0,67,9979,68,67,4,0,1,62
USR00104,False,normal,50,Medium,25,0.38461538461538464,3.238901256602631,True,0.43636363636363634,1,5,1,10,1,4,0.0,739,0,0,0,0,0,0,1,2046000,2046000,0,0,1,2046000,2046000,0,0,1,2046000,2046000,0,0,1,2046000,2046000,0,0,1,2046000,2046000,0,0,47,0,0,0,0,0,0,1,2,2,0,0.0,153,9979,154,160,4,9,3,144
USR00105,False,normal,65,High,19,0.2222222222222222,2.725480556997868,False,0.2818181818181818,1,5,1,10,1,4,0.3333333333333333,25,1,1,978000,978000,0,0,3,5136000,1712000,20000,1,3,5136000,1712000,20000,1,3,5136000,1712000,20000,1,3,5136000,1712000,20000,1,3,5136000,1712000,20000,1,98,3,3,3,3,3,3,3,3,3,0,0.0,178,9979,179,185,4,9,3,169
USR00106,False,normal,65,High,18,0.0,2.5,False,0.24545454545454543,1,5,1,10,1,4,1.0,1073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,390000,390000,50000,1,1,390000,390000,50000,1,1,390000,390000,50000,1,103,1,1,1,1,1,1,1,1,2,0,0.0,141,9979,142,148,4,9,3,132
USR00107,False,normal,50,Medium,19,0.2222222222222222,2.725480556997868,False,0.34545454545454546,1,5,1,10,1,4,0.0,281,0,0,0,0,0,0,0,0,0,0,0,1,391500,391500,0,0,1,391500,391500,0,0,1,391500,391500,0,0,1,391500,391500,0,0,92,0,0,0,0,0,0,1,1,2,0,0.0,145,9979,146,150,4,9,3,134
USR00108,False,normal,65,High,19,0.2222222222222222,2.94770277922009,False,0.2727272727272727,1,5,1,10,1,4,1.0,359,1,0,0,0,0,0,1,871500,871500,50000,1,1,871500,871500,50000,1,1,871500,871500,50000,1,1,871500,871500,50000,1,1,871500,871500,50000,1,90,1,1,1,1,1,1,2,2,2,0,0.0,82,9979,83,88,4,9,3,72
USR00109,False,normal,65,High,23,0.5,3.121928094887362,True,0.34545454545454546,1,5,1,10,1,4,1.0,1333,1,2,775500,387750,60000,2,2,775500,387750,60000,2,2,775500,387750,60000,2,2,775500,387750,60000,2,2,775500,387750,60000,2,2,775500,387750,60000,2,113,7,7,7,7,7,7,7,7,7,0,0.0,191,9979,192,198,4,9,3,182
USR00110,False,normal,50,Medium,24,0.0,2.7534343861887853,False,0.37272727272727274,1,5,1,10,1,4,0.6,1471,2,2,180000,90000,10000,1,5,979500,195900,70000,3,5,979500,195900,70000,3,5,979500,195900,70000,3,5,979500,195900,70000,3,5,979500,195900,70000,3,107,0,0,0,0,0,1,1,2,2,0,0.0,234,9979,235,238,4,9,3,222
USR00111,True,shared_payment_abuse,45,Medium,20,0.0,2.1556390622295662,False,0.42727272727272725,1,2,1,1,1,6,0.8333333333333334,9,1,6,824500,137416,110000,5,6,824500,137416,110000,5,6,824500,137416,110000,5,6,824500,137416,110000,5,6,824500,137416,110000,5,6,824500,137416,110000,5,105,0,0,0,0,0,0,3,3,4,0,0.0,189,9979,190,193,1,0,5,187
USR00112,False,normal,50,Medium,18,0.25,2.75,False,0.37272727272727274,1,5,1,10,1,4,0.5,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2434500,1217250,10000,1,3,3200500,1066833,30000,2,4,3420500,855125,30000,2,93,0,0,0,0,0,0,1,1,1,0,0.0,106,9979,107,111,4,9,3,95
USR00113,False,normal,80,High,23,0.0,2.9139770731827523,False,0.12727272727272723,1,5,1,10,1,4,1.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,616000,616000,50000,1,1,616000,616000,50000,1,96,0,0,0,0,0,0,0,1,1,0,0.0,179,9979,180,183,4,9,3,167
USR00114,False,normal,50,Medium,20,0.0,2.75,False,0.2818181818181818,1,5,1,10,1,4,0.0,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219500,219500,0,0,1,219500,219500,0,0,1,219500,219500,0,0,87,0,0,0,0,0,0,1,1,1,0,0.0,113,9979,114,115,4,9,3,99
USR00115,False,normal,50,Medium,21,0.2222222222222222,2.94770277922009,False,0.39999999999999997,1,5,1,10,1,4,0.0,854,0,0,0,0,0,0,1,122000,122000,0,0,1,122000,122000,0,0,1,122000,122000,0,0,1,122000,122000,0,0,1,122000,122000,0,0,99,1,1,1,1,1,1,1,1,2,0,0.0,134,9979,135,139,4,9,3,123
USR00116,False,normal,65,High,22,0.0,3.2516291673878226,False,0.3181818181818182,1,5,1,10,1,4,1.0,1977,1,0,0,0,0,0,0,0,0,0,0,1,150000,150000,50000,1,1,150000,150000,50000,1,1,150000,150000,50000,1,1,150000,150000,50000,1,91,0,0,0,0,0,0,1,1,1,0,0.0,118,9979,119,122,4,9,3,106
USR00117,False,normal,50,Medium,20,0.5,3.121928094887362,False,0.24545454545454543,1,5,1,10,1,4,0.0,1615,0,0,0,0,0,0,1,253000,253000,0,0,1,253000,253000,0,0,1,253000,253000,0,0,1,253000,253000,0,0,1,253000,253000,0,0,105,0,0,0,0,0,0,1,1,1,0,0.0,90,9979,91,95,4,9,3,79
USR00118,False,normal,65,High,24,0.0,2.835237745312118,False,0.2818181818181818,1,5,1,10,1,4,0.5,15,0,0,0,0,0,0,0,0,0,0,0,1,51000,51000,20000,1,2,483500,241750,20000,1,2,483500,241750,20000,1,2,483500,241750,20000,1,108,0,0,0,0,0,0,1,1,2,0,0.0,152,9979,153,157,4,9,3,141
USR00119,False,normal,80,High,23,0.0,2.5503407095463886,False,0.2545454545454545,1,5,1,10,1,4,1.0,10,1,1,5496000,5496000,50000,1,1,5496000,5496000,50000,1,1,5496000,5496000,50000,1,1,5496000,5496000,50000,1,1,5496000,5496000,50000,1,1,5496000,5496000,50000,1,124,9,9,9,9,9,9,9,9,9,0,0.0,282,9979,283,290,4,9,3,274
USR00120,True,referral_abuse,15,Low,17,0.2857142857142857,2.5216406363433186,False,0.30999999999999994,1,2,1,1,1,2,0.75,745,1,0,0,0,0,0,4,2916500,729125,50000,3,4,2916500,729125,50000,3,4,2916500,729125,50000,3,4,2916500,729125,50000,3,4,2916500,729125,50000,3,98,0,0,0,0,0,0,13,13,13,0,0.0,369,9979,370,380,1,0,1,378
USR00121,False,normal,80,High,15,0.4,2.321928094887362,False,0.34545454545454546,1,5,1,10,1,4,1.0,12,1,1,273500,273500,50000,1,1,273500,273500,50000,1,1,273500,273500,50000,1,1,273500,273500,50000,1,1,273500,273500,50000,1,1,273500,273500,50000,1,100,6,6,6,6,6,6,6,6,6,0,0.0,135,9979,136,139,4,9,3,123
USR00122,False,normal,80,High,23,0.0,2.873140679513133,False,0.40909090909090906,1,5,1,10,1,4,1.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,692000,692000,50000,1,1,692000,692000,50000,1,100,0,0,0,0,0,0,0,1,1,0,0.0,118,9979,119,120,4,9,3,104
USR00123,False,normal,65,High,22,0.4,3.321928094887362,True,0.37272727272727274,1,5,1,10,1,4,1.0,2098,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5330000,2665000,70000,2,2,5330000,2665000,70000,2,2,5330000,2665000,70000,2,101,0,0,0,0,0,0,1,1,1,0,0.0,121,9979,122,125,4,9,3,109
USR00124,False,normal,65,High,25,0.0,2.8150724101159437,False,0.40909090909090906,1,5,1,10,1,4,0.5,3,0,2,586000,293000,20000,1,2,586000,293000,20000,1,2,586000,293000,20000,1,2,586000,293000,20000,1,2,586000,293000,20000,1,2,586000,293000,20000,1,105,6,6,6,6,6,6,6,6,6,0,0.0,151,9979,152,158,4,9,3,142
USR00125,False,normal,65,High,27,0.0,2.999581230646064,False,0.34545454545454546,1,5,1,10,1,4,1.0,1971,1,1,177000,177000,50000,1,1,177000,177000,50000,1,1,177000,177000,50000,1,1,177000,177000,50000,1,1,177000,177000,50000,1,1,177000,177000,50000,1,99,4,4,4,4,4,4,4,4,4,0,0.0,105,9979,106,109,4,9,3,93
USR00126,True,voucher_farming,30,Low,21,0.0,2.94770277922009,False,0.2818181818181818,1,2,1,1,1,2,1.0,3008,1,0,0,0,0,0,1,912500,912500,50000,1,1,912500,912500,50000,1,1,912500,912500,50000,1,1,912500,912500,50000,1,1,912500,912500,50000,1,110,0,0,0,0,1,1,2,3,4,0,0.0,414,9979,415,434,1,0,1,432
USR00127,False,normal,80,High,21,0.0,3.0957952550009344,False,0.47,1,5,1,10,1,4,1.0,14,1,0,0,0,0,0,1,1025500,1025500,50000,1,1,1025500,1025500,50000,1,1,1025500,1025500,50000,1,1,1025500,1025500,50000,1,1,1025500,1025500,50000,1,107,1,1,1,1,1,1,1,1,1,0,0.0,119,9979,120,123,4,9,3,107
USR00128,True,shared_address_abuse,25,Low,22,0.0,2.2464393446710154,False,0.37272727272727274,1,2,1,5,1,2,0.7142857142857143,1090,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3020500,431500,120000,5,7,3020500,431500,120000,5,7,3020500,431500,120000,5,95,0,0,0,0,0,0,0,0,16,0,0.0,413,9979,414,427,1,4,1,421
USR00129,False,normal,80,High,24,0.4166666666666667,3.2516291673878226,True,0.3181818181818182,1,5,1,10,1,4,1.0,13,1,0,0,0,0,0,1,2626000,2626000,50000,1,1,2626000,2626000,50000,1,1,2626000,2626000,50000,1,1,2626000,2626000,50000,1,1,2626000,2626000,50000,1,104,3,3,3,3,3,3,3,3,3,0,0.0,156,9979,157,162,4,9,3,146
USR00130,True,shared_address_abuse,30,Low,21,0.2222222222222222,3.169925001442312,False,0.34545454545454546,1,2,1,5,1,2,0.7142857142857143,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2206500,315214,60000,5,7,2206500,315214,60000,5,7,2206500,315214,60000,5,103,9,9,9,9,9,9,9,9,16,0,0.0,545,9979,546,584,1,4,1,578
USR00131,False,normal,80,High,19,0.0,2.235926350629032,False,0.1909090909090909,1,5,1,10,1,4,1.0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1427000,1427000,50000,1,1,1427000,1427000,50000,1,100,0,0,0,0,0,0,1,2,3,0,0.0,231,9979,232,239,4,9,3,223
USR00132,False,normal,50,Medium,24,0.0,2.688721875540867,False,0.34545454545454546,1,5,1,10,1,4,0.0,213,0,1,121000,121000,0,0,1,121000,121000,0,0,1,121000,121000,0,0,1,121000,121000,0,0,1,121000,121000,0,0,1,121000,121000,0,0,92,3,3,3,3,3,3,3,3,3,0,0.0,132,9979,133,137,4,9,3,121
USR00133,False,normal,65,High,23,0.0,2.845350936622437,False,0.3363636363636363,1,5,1,10,1,4,1.0,2435,1,0,0,0,0,0,0,0,0,0,0,1,1255500,1255500,50000,1,1,1255500,1255500,50000,1,1,1255500,1255500,50000,1,1,1255500,1255500,50000,1,92,0,0,0,0,0,0,1,1,1,0,0.0,184,9979,185,195,4,9,3,179
USR00134,False,normal,65,High,25,0.0,2.9735572622751847,False,0.1909090909090909,1,5,1,10,1,4,1.0,1556,1,0,0,0,0,0,1,183500,183500,50000,1,1,183500,183500,50000,1,1,183500,183500,50000,1,1,183500,183500,50000,1,1,183500,183500,50000,1,102,3,3,3,3,3,3,3,3,3,0,0.0,284,9979,285,293,4,9,3,277
USR00135,False,normal,50,Medium,20,0.0,2.5,False,0.21818181818181817,1,5,1,10,1,4,0.6,1962,1,0,0,0,0,0,0,0,0,0,0,2,841000,420500,20000,1,5,2929000,585800,80000,3,5,2929000,585800,80000,3,5,2929000,585800,80000,3,124,0,0,0,0,0,0,1,1,2,0,0.0,252,9979,253,257,4,9,3,241
USR00136,True,shared_device_abuse,30,Low,21,0.0,2.4193819456463714,False,0.43636363636363634,1,3,1,1,1,2,0.5,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,315500,157750,20000,1,2,315500,157750,20000,1,108,0,0,1,2,2,2,2,3,3,0,0.0,89,9979,90,89,2,0,1,86
USR00137,False,normal,65,High,26,0.0,3.327819531114783,False,0.3090909090909091,1,5,1,10,1,4,0.4,2,1,2,117500,58750,0,0,5,3741000,748200,70000,2,5,3741000,748200,70000,2,5,3741000,748200,70000,2,5,3741000,748200,70000,2,5,3741000,748200,70000,2,92,0,0,0,0,0,0,0,1,1,0,0.0,109,9979,110,113,4,9,3,97
USR00138,False,normal,65,High,16,0.3333333333333333,1.9182958340544893,False,0.37272727272727274,1,5,1,10,1,4,1.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,553000,553000,50000,1,1,553000,553000,50000,1,107,0,0,0,0,0,0,2,2,2,0,0.0,66,9979,67,71,4,9,3,55
USR00139,False,normal,80,High,18,0.0,2.1556390622295662,False,0.43636363636363634,1,5,1,10,1,4,1.0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3647500,1823750,70000,2,2,3647500,1823750,70000,2,2,3647500,1823750,70000,2,97,0,0,0,0,0,0,1,1,1,0,0.0,172,9979,173,177,4,9,3,161
USR00140,True,voucher_farming,25,Low,19,0.5555555555555556,2.94770277922009,False,0.21000000000000002,1,2,1,1,1,2,0.6666666666666666,1002,6,9,5534000,614888,300000,6,9,5534000,614888,300000,6,9,5534000,614888,300000,6,9,5534000,614888,300000,6,9,5534000,614888,300000,6,9,5534000,614888,300000,6,57,3,3,3,3,3,3,3,3,3,0,0.0,110,9979,111,111,1,0,1,109
USR00141,True,referral_abuse,30,Low,30,0.0,3.2810361125534233,False,0.3090909090909091,1,2,1,1,1,2,1.0,1751,1,1,1611000,1611000,50000,1,1,1611000,1611000,50000,1,1,1611000,1611000,50000,1,1,1611000,1611000,50000,1,1,1611000,1611000,50000,1,1,1611000,1611000,50000,1,109,0,1,1,2,2,2,2,2,2,0,0.0,176,9979,177,181,1,0,1,179
USR00142,True,referral_abuse,30,Low,29,0.0,3.0053148568942794,False,0.2545454545454545,1,2,1,1,1,2,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1086000,1086000,0,0,1,1086000,1086000,0,0,82,8,9,9,9,9,9,9,9,9,3,0.0,236,9979,237,239,1,0,1,237
USR00143,False,normal,50,Medium,24,0.0,2.8962915290459277,False,0.46363636363636357,1,5,1,10,1,4,0.0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,549000,549000,0,0,106,0,0,0,0,0,0,2,2,2,1,0.0,40,9979,41,44,4,9,3,28
USR00144,False,normal,50,Medium,22,0.0,2.751629167387823,False,0.34545454545454546,1,5,1,10,1,4,0.0,1025,0,1,447500,447500,0,0,1,447500,447500,0,0,1,447500,447500,0,0,1,447500,447500,0,0,1,447500,447500,0,0,1,447500,447500,0,0,92,4,4,4,4,4,4,4,4,4,0,0.0,232,9979,233,239,4,9,3,223
USR00145,False,normal,50,Medium,16,0.3333333333333333,1.9182958340544893,False,0.2545454545454545,1,5,1,10,1,4,0.25,1364,1,4,1136000,284000,50000,1,4,1136000,284000,50000,1,4,1136000,284000,50000,1,4,1136000,284000,50000,1,4,1136000,284000,50000,1,4,1136000,284000,50000,1,110,6,6,6,6,6,6,6,6,6,0,0.0,97,9979,98,100,4,9,3,84
USR00146,False,normal,65,High,22,0.0,3.2516291673878226,False,0.34545454545454546,1,5,1,10,1,4,1.0,1490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1221500,1221500,50000,1,52,0,0,0,0,0,0,1,1,1,1,0.0,92,9979,93,95,4,9,3,79
USR00147,False,normal,50,Medium,22,0.5555555555555556,3.169925001442312,True,0.1909090909090909,1,5,1,10,1,4,0.8,602,1,5,2371000,474200,110000,4,5,2371000,474200,110000,4,5,2371000,474200,110000,4,5,2371000,474200,110000,4,5,2371000,474200,110000,4,5,2371000,474200,110000,4,97,6,6,6,6,6,6,6,6,6,0,0.0,193,9979,194,203,4,9,3,187
USR00148,True,shared_payment_abuse,45,Medium,19,0.0,2.5216406363433186,False,0.24545454545454543,1,2,1,1,1,6,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4126500,2063250,60000,2,2,4126500,2063250,60000,2,2,4126500,2063250,60000,2,97,2,4,5,5,5,5,5,5,5,0,0.0,788,9979,789,839,1,0,5,833
